file_path,file_name,category,sample_rate,duration_sec,num_samples,is_augmented
data/processed/audio_clean/belly pain/422c.wav,422c.wav,belly pain,22050,7.0,154350,False
data/processed/audio_clean/belly pain/424c.wav,424c.wav,belly pain,22050,7.0,154350,False
data/processed/audio_clean/belly pain/460c.wav,460c.wav,belly pain,22050,7.0,154350,False
data/processed/audio_clean/belly pain/431c.wav,431c.wav,belly pain,22050,7.0,154350,False
data/processed/audio_clean/belly pain/421c.wav,421c.wav,belly pain,22050,7.0,154350,False
data/processed/audio_clean/belly pain/452c.wav,452c.wav,belly pain,22050,7.0,154350,False
data/processed/audio_clean/belly pain/434c.wav,434c.wav,belly pain,22050,7.0,154350,False
data/processed/audio_clean/belly pain/453c.wav,453c.wav,belly pain,22050,7.0,154350,False
data/processed/audio_clean/belly pain/437c.wav,437c.wav,belly pain,22050,7.0,154350,False
data/processed/audio_clean/belly pain/549a46d8-9c84-430e-ade8-97eae2bef787-1430130772174-1.7-m-48-bp.wav,549a46d8-9c84-430e-ade8-97eae2bef787-1430130772174-1.7-m-48-bp.wav,belly pain,22050,7.0,154350,False
data/processed/audio_clean/belly pain/461c.wav,461c.wav,belly pain,22050,7.0,154350,False
data/processed/audio_clean/belly pain/423c.wav,423c.wav,belly pain,22050,7.0,154350,False
data/processed/audio_clean/belly pain/446c.wav,446c.wav,belly pain,22050,7.0,154350,False
data/processed/audio_clean/belly pain/462c.wav,462c.wav,belly pain,22050,7.0,154350,False
data/processed/audio_clean/belly pain/549a46d8-9c84-430e-ade8-97eae2bef787-1430130772174-1.7-m-48-bp (2).wav,549a46d8-9c84-430e-ade8-97eae2bef787-1430130772174-1.7-m-48-bp (2).wav,belly pain,22050,7.0,154350,False
data/processed/audio_clean/belly pain/d6cda191-4962-4308-9a36-46d5648a95ed-1431700390946-1.7-m-04-bp.wav,d6cda191-4962-4308-9a36-46d5648a95ed-1431700390946-1.7-m-04-bp.wav,belly pain,22050,7.0,154350,False
data/processed/audio_clean/belly pain/443c.wav,443c.wav,belly pain,22050,7.0,154350,False
data/processed/audio_clean/belly pain/ae5f103b-5fee-442f-bb1b-d9d0570c46ab-1431533857965-1.7-m-26-bp.wav,ae5f103b-5fee-442f-bb1b-d9d0570c46ab-1431533857965-1.7-m-26-bp.wav,belly pain,22050,7.0,154350,False
data/processed/audio_clean/belly pain/416c.wav,416c.wav,belly pain,22050,7.0,154350,False
data/processed/audio_clean/belly pain/448c.wav,448c.wav,belly pain,22050,7.0,154350,False
data/processed/audio_clean/belly pain/449c.wav,449c.wav,belly pain,22050,7.0,154350,False
data/processed/audio_clean/belly pain/430c.wav,430c.wav,belly pain,22050,7.0,154350,False
data/processed/audio_clean/belly pain/455c.wav,455c.wav,belly pain,22050,7.0,154350,False
data/processed/audio_clean/belly pain/643D64AD-B711-469A-AF69-55C0D5D3E30F-1430138591-1.0-m-72-bp.wav,643D64AD-B711-469A-AF69-55C0D5D3E30F-1430138591-1.0-m-72-bp.wav,belly pain,22050,7.0,154350,False
data/processed/audio_clean/belly pain/420c.wav,420c.wav,belly pain,22050,7.0,154350,False
data/processed/audio_clean/belly pain/999bf14b-e417-4b44-b746-9253f81efe38-1430974001343-1.7-m-26-bp.wav,999bf14b-e417-4b44-b746-9253f81efe38-1430974001343-1.7-m-26-bp.wav,belly pain,22050,7.0,154350,False
data/processed/audio_clean/belly pain/d6cda191-4962-4308-9a36-46d5648a95ed-1431159272600-1.7-m-04-bp.wav,d6cda191-4962-4308-9a36-46d5648a95ed-1431159272600-1.7-m-04-bp.wav,belly pain,22050,7.0,154350,False
data/processed/audio_clean/burping/507c.wav,507c.wav,burping,22050,7.0,154350,False
data/processed/audio_clean/burping/482c.wav,482c.wav,burping,22050,7.0,154350,False
data/processed/audio_clean/burping/511c.wav,511c.wav,burping,22050,7.0,154350,False
data/processed/audio_clean/burping/506c.wav,506c.wav,burping,22050,7.0,154350,False
data/processed/audio_clean/burping/544c.wav,544c.wav,burping,22050,7.0,154350,False
data/processed/audio_clean/burping/523c.wav,523c.wav,burping,22050,7.0,154350,False
data/processed/audio_clean/burping/508c.wav,508c.wav,burping,22050,7.0,154350,False
data/processed/audio_clean/burping/504c.wav,504c.wav,burping,22050,7.0,154350,False
data/processed/audio_clean/burping/549c.wav,549c.wav,burping,22050,7.0,154350,False
data/processed/audio_clean/burping/547c.wav,547c.wav,burping,22050,7.0,154350,False
data/processed/audio_clean/burping/484c.wav,484c.wav,burping,22050,7.0,154350,False
data/processed/audio_clean/burping/486c.wav,486c.wav,burping,22050,7.0,154350,False
data/processed/audio_clean/burping/501c.wav,501c.wav,burping,22050,7.0,154350,False
data/processed/audio_clean/burping/468c.wav,468c.wav,burping,22050,7.0,154350,False
data/processed/audio_clean/burping/529c.wav,529c.wav,burping,22050,7.0,154350,False
data/processed/audio_clean/burping/490c.wav,490c.wav,burping,22050,7.0,154350,False
data/processed/audio_clean/burping/538c.wav,538c.wav,burping,22050,7.0,154350,False
data/processed/audio_clean/burping/530c.wav,530c.wav,burping,22050,7.0,154350,False
data/processed/audio_clean/burping/480c.wav,480c.wav,burping,22050,7.0,154350,False
data/processed/audio_clean/burping/509c.wav,509c.wav,burping,22050,7.0,154350,False
data/processed/audio_clean/burping/525c.wav,525c.wav,burping,22050,7.0,154350,False
data/processed/audio_clean/burping/502c.wav,502c.wav,burping,22050,7.0,154350,False
data/processed/audio_clean/burping/537c.wav,537c.wav,burping,22050,7.0,154350,False
data/processed/audio_clean/burping/483c.wav,483c.wav,burping,22050,7.0,154350,False
data/processed/audio_clean/burping/535c.wav,535c.wav,burping,22050,7.0,154350,False
data/processed/audio_clean/burping/534c.wav,534c.wav,burping,22050,7.0,154350,False
data/processed/audio_clean/burping/548c.wav,548c.wav,burping,22050,7.0,154350,False
data/processed/audio_clean/burping/470c.wav,470c.wav,burping,22050,7.0,154350,False
data/processed/audio_clean/burping/473c.wav,473c.wav,burping,22050,7.0,154350,False
data/processed/audio_clean/burping/499c.wav,499c.wav,burping,22050,7.0,154350,False
data/processed/audio_clean/burping/542c.wav,542c.wav,burping,22050,7.0,154350,False
data/processed/audio_clean/burping/466c.wav,466c.wav,burping,22050,7.0,154350,False
data/processed/audio_clean/burping/475c.wav,475c.wav,burping,22050,7.0,154350,False
data/processed/audio_clean/burping/497c.wav,497c.wav,burping,22050,7.0,154350,False
data/processed/audio_clean/burping/474c.wav,474c.wav,burping,22050,7.0,154350,False
data/processed/audio_clean/burping/494c.wav,494c.wav,burping,22050,7.0,154350,False
data/processed/audio_clean/burping/488c.wav,488c.wav,burping,22050,7.0,154350,False
data/processed/audio_clean/burping/467c.wav,467c.wav,burping,22050,7.0,154350,False
data/processed/audio_clean/burping/515c.wav,515c.wav,burping,22050,7.0,154350,False
data/processed/audio_clean/burping/495c.wav,495c.wav,burping,22050,7.0,154350,False
data/processed/audio_clean/burping/516c.wav,516c.wav,burping,22050,7.0,154350,False
data/processed/audio_clean/burping/485c.wav,485c.wav,burping,22050,7.0,154350,False
data/processed/audio_clean/burping/478c.wav,478c.wav,burping,22050,7.0,154350,False
data/processed/audio_clean/burping/524c.wav,524c.wav,burping,22050,7.0,154350,False
data/processed/audio_clean/burping/500c.wav,500c.wav,burping,22050,7.0,154350,False
data/processed/audio_clean/burping/472c.wav,472c.wav,burping,22050,7.0,154350,False
data/processed/audio_clean/burping/492c.wav,492c.wav,burping,22050,7.0,154350,False
data/processed/audio_clean/burping/481c.wav,481c.wav,burping,22050,7.0,154350,False
data/processed/audio_clean/burping/521c.wav,521c.wav,burping,22050,7.0,154350,False
data/processed/audio_clean/burping/489c.wav,489c.wav,burping,22050,7.0,154350,False
data/processed/audio_clean/burping/540c.wav,540c.wav,burping,22050,7.0,154350,False
data/processed/audio_clean/burping/513c.wav,513c.wav,burping,22050,7.0,154350,False
data/processed/audio_clean/burping/519c.wav,519c.wav,burping,22050,7.0,154350,False
data/processed/audio_clean/burping/526c.wav,526c.wav,burping,22050,7.0,154350,False
data/processed/audio_clean/burping/477c.wav,477c.wav,burping,22050,7.0,154350,False
data/processed/audio_clean/burping/512c.wav,512c.wav,burping,22050,7.0,154350,False
data/processed/audio_clean/burping/476c.wav,476c.wav,burping,22050,7.0,154350,False
data/processed/audio_clean/burping/487c.wav,487c.wav,burping,22050,7.0,154350,False
data/processed/audio_clean/burping/533c.wav,533c.wav,burping,22050,7.0,154350,False
data/processed/audio_clean/burping/522c.wav,522c.wav,burping,22050,7.0,154350,False
data/processed/audio_clean/burping/528c.wav,528c.wav,burping,22050,7.0,154350,False
data/processed/audio_clean/burping/532c.wav,532c.wav,burping,22050,7.0,154350,False
data/processed/audio_clean/burping/541c.wav,541c.wav,burping,22050,7.0,154350,False
data/processed/audio_clean/burping/520c.wav,520c.wav,burping,22050,7.0,154350,False
data/processed/audio_clean/burping/469c.wav,469c.wav,burping,22050,7.0,154350,False
data/processed/audio_clean/burping/514c.wav,514c.wav,burping,22050,7.0,154350,False
data/processed/audio_clean/burping/531c.wav,531c.wav,burping,22050,7.0,154350,False
data/processed/audio_clean/burping/517c.wav,517c.wav,burping,22050,7.0,154350,False
data/processed/audio_clean/burping/510c.wav,510c.wav,burping,22050,7.0,154350,False
data/processed/audio_clean/burping/518c.wav,518c.wav,burping,22050,7.0,154350,False
data/processed/audio_clean/burping/527c.wav,527c.wav,burping,22050,7.0,154350,False
data/processed/audio_clean/burping/539c.wav,539c.wav,burping,22050,7.0,154350,False
data/processed/audio_clean/burping/505c.wav,505c.wav,burping,22050,7.0,154350,False
data/processed/audio_clean/burping/496c.wav,496c.wav,burping,22050,7.0,154350,False
data/processed/audio_clean/burping/471c.wav,471c.wav,burping,22050,7.0,154350,False
data/processed/audio_clean/burping/536c.wav,536c.wav,burping,22050,7.0,154350,False
data/processed/audio_clean/burping/493c.wav,493c.wav,burping,22050,7.0,154350,False
data/processed/audio_clean/burping/491c.wav,491c.wav,burping,22050,7.0,154350,False
data/processed/audio_clean/burping/503c.wav,503c.wav,burping,22050,7.0,154350,False
data/processed/audio_clean/burping/543c.wav,543c.wav,burping,22050,7.0,154350,False
data/processed/audio_clean/burping/546c.wav,546c.wav,burping,22050,7.0,154350,False
data/processed/audio_clean/burping/498c.wav,498c.wav,burping,22050,7.0,154350,False
data/processed/audio_clean/burping/479c.wav,479c.wav,burping,22050,7.0,154350,False
data/processed/audio_clean/burping/545c.wav,545c.wav,burping,22050,7.0,154350,False
data/processed/audio_clean/burping/efd13da0-d40e-48bc-b14e-dee28af4d3c6-1430728096874-1.7-f-72-bu.wav,efd13da0-d40e-48bc-b14e-dee28af4d3c6-1430728096874-1.7-f-72-bu.wav,burping,22050,7.0,154350,False
data/processed/audio_clean/burping/553c.wav,553c.wav,burping,22050,7.0,154350,False
data/processed/audio_clean/burping/generated2_efd13da0-d40e-48bc-b14e-dee28af4d3c6-1430728096874-1.7-f-72-bu.wav,generated2_efd13da0-d40e-48bc-b14e-dee28af4d3c6-1430728096874-1.7-f-72-bu.wav,burping,22050,7.0,154350,False
data/processed/audio_clean/burping/554c.wav,554c.wav,burping,22050,7.0,154350,False
data/processed/audio_clean/burping/generated1_af30880e-5f98-4dc0-b37a-be6b21fa0ba3-1431240072536-1.7-m-26-bu.wav,generated1_af30880e-5f98-4dc0-b37a-be6b21fa0ba3-1431240072536-1.7-m-26-bu.wav,burping,22050,7.0,154350,False
data/processed/audio_clean/burping/562c.wav,562c.wav,burping,22050,7.0,154350,False
data/processed/audio_clean/burping/561c.wav,561c.wav,burping,22050,7.0,154350,False
data/processed/audio_clean/burping/AEA8AE04-D00E-48A7-8A0B-6D87E2175121-1430563241-1.0-f-72-bu.wav,AEA8AE04-D00E-48A7-8A0B-6D87E2175121-1430563241-1.0-f-72-bu.wav,burping,22050,7.0,154350,False
data/processed/audio_clean/burping/af30880e-5f98-4dc0-b37a-be6b21fa0ba3-1431240072536-1.7-m-26-bu.wav,af30880e-5f98-4dc0-b37a-be6b21fa0ba3-1431240072536-1.7-m-26-bu.wav,burping,22050,7.0,154350,False
data/processed/audio_clean/burping/560c.wav,560c.wav,burping,22050,7.0,154350,False
data/processed/audio_clean/burping/556c.wav,556c.wav,burping,22050,7.0,154350,False
data/processed/audio_clean/burping/F24DE44B-762C-4149-AC92-96A5E57ED118-1430816949-1.0-m-04-bu.wav,F24DE44B-762C-4149-AC92-96A5E57ED118-1430816949-1.0-m-04-bu.wav,burping,22050,7.0,154350,False
data/processed/audio_clean/burping/559c.wav,559c.wav,burping,22050,7.0,154350,False
data/processed/audio_clean/burping/generated3_efd13da0-d40e-48bc-b14e-dee28af4d3c6-1430728096874-1.7-f-72-bu.wav,generated3_efd13da0-d40e-48bc-b14e-dee28af4d3c6-1430728096874-1.7-f-72-bu.wav,burping,22050,7.0,154350,False
data/processed/audio_clean/burping/558c.wav,558c.wav,burping,22050,7.0,154350,False
data/processed/audio_clean/burping/generated1_efd13da0-d40e-48bc-b14e-dee28af4d3c6-1430728096874-1.7-f-72-bu.wav,generated1_efd13da0-d40e-48bc-b14e-dee28af4d3c6-1430728096874-1.7-f-72-bu.wav,burping,22050,7.0,154350,False
data/processed/audio_clean/burping/generated2_af30880e-5f98-4dc0-b37a-be6b21fa0ba3-1431240072536-1.7-m-26-bu.wav,generated2_af30880e-5f98-4dc0-b37a-be6b21fa0ba3-1431240072536-1.7-m-26-bu.wav,burping,22050,7.0,154350,False
data/processed/audio_clean/burping/5afc6a14-a9d8-45f8-b31d-c79dd87cc8c6-1430757039803-1.7-m-48-bu.wav,5afc6a14-a9d8-45f8-b31d-c79dd87cc8c6-1430757039803-1.7-m-48-bu.wav,burping,22050,7.0,154350,False
data/processed/audio_clean/burping/7E4B9C14-F955-4BED-9B03-7F3096A6CBFF-1430540826-1.0-f-26-bu.wav,7E4B9C14-F955-4BED-9B03-7F3096A6CBFF-1430540826-1.0-f-26-bu.wav,burping,22050,7.0,154350,False
data/processed/audio_clean/burping/generated2_5afc6a14-a9d8-45f8-b31d-c79dd87cc8c6-1430757039803-1.7-m-48-bu.wav,generated2_5afc6a14-a9d8-45f8-b31d-c79dd87cc8c6-1430757039803-1.7-m-48-bu.wav,burping,22050,7.0,154350,False
data/processed/audio_clean/burping/551c.wav,551c.wav,burping,22050,7.0,154350,False
data/processed/audio_clean/burping/7A864194-4B6B-4850-ABBF-0C2A8170107B-1436846915-1.1-f-26-bu.wav,7A864194-4B6B-4850-ABBF-0C2A8170107B-1436846915-1.1-f-26-bu.wav,burping,22050,7.0,154350,False
data/processed/audio_clean/burping/generated1_5afc6a14-a9d8-45f8-b31d-c79dd87cc8c6-1430757039803-1.7-m-48-bu.wav,generated1_5afc6a14-a9d8-45f8-b31d-c79dd87cc8c6-1430757039803-1.7-m-48-bu.wav,burping,22050,7.0,154350,False
data/processed/audio_clean/burping/generated3_af30880e-5f98-4dc0-b37a-be6b21fa0ba3-1431240072536-1.7-m-26-bu.wav,generated3_af30880e-5f98-4dc0-b37a-be6b21fa0ba3-1431240072536-1.7-m-26-bu.wav,burping,22050,7.0,154350,False
data/processed/audio_clean/burping/555c.wav,555c.wav,burping,22050,7.0,154350,False
data/processed/audio_clean/burping/552c.wav,552c.wav,burping,22050,7.0,154350,False
data/processed/audio_clean/burping/generated3_5afc6a14-a9d8-45f8-b31d-c79dd87cc8c6-1430757039803-1.7-m-48-bu.wav,generated3_5afc6a14-a9d8-45f8-b31d-c79dd87cc8c6-1430757039803-1.7-m-48-bu.wav,burping,22050,7.0,154350,False
data/processed/audio_clean/burping/557c.wav,557c.wav,burping,22050,7.0,154350,False
data/processed/audio_clean/burping/550c.wav,550c.wav,burping,22050,7.0,154350,False
data/processed/audio_clean/burping/565c.wav,565c.wav,burping,22050,7.0,154350,False
data/processed/audio_clean/burping/7E4B9C14-F955-4BED-9B03-7F3096A6CBFF-1430232208-1.0-f-26-bu.wav,7E4B9C14-F955-4BED-9B03-7F3096A6CBFF-1430232208-1.0-f-26-bu.wav,burping,22050,7.0,154350,False
data/processed/audio_clean/burping/79FF400A-97E2-4701-987D-C7C850D5523C-1430089648-1.0-f-48-bu.wav,79FF400A-97E2-4701-987D-C7C850D5523C-1430089648-1.0-f-48-bu.wav,burping,22050,7.0,154350,False
data/processed/audio_clean/burping/564c.wav,564c.wav,burping,22050,7.0,154350,False
data/processed/audio_clean/burping/563c.wav,563c.wav,burping,22050,7.0,154350,False
data/processed/audio_clean/cold_hot/80c.wav,80c.wav,cold_hot,22050,7.0,154350,False
data/processed/audio_clean/cold_hot/101c.wav,101c.wav,cold_hot,22050,7.0,154350,False
data/processed/audio_clean/cold_hot/108c.wav,108c.wav,cold_hot,22050,7.0,154350,False
data/processed/audio_clean/cold_hot/1c.wav,1c.wav,cold_hot,22050,7.0,154350,False
data/processed/audio_clean/cold_hot/34c.wav,34c.wav,cold_hot,22050,7.0,154350,False
